fold,mse,mae,r2,rmse
1,0.1213965400847191,0.272843149664203,0.8535912264892443,0.34842006268973535
2,0.13524969960409944,0.27448989699154575,0.8526187061917322,0.36776310255937783
3,0.16922591218053953,0.3204814599144542,0.8418245752933478,0.4113707721515221
4,0.16708007529680038,0.3220621691565206,0.7418737847965748,0.40875429697655824
5,0.19229020250576023,0.3050142309483235,0.8028955035986522,0.43850906775773774
