fold,mse,mae,r2,rmse
1,0.1331212449888368,0.2817999825994612,0.8394507932974132,0.3648578421643651
2,0.13981142460511958,0.29171525971667656,0.8476478047064361,0.3739136592919809
3,0.2043932331630434,0.3540011201182086,0.8089536877293426,0.4520986984752814
4,0.16696104190404715,0.32854078013444354,0.7420576824821583,0.4086086659678759
5,0.19615599216184054,0.30212240988534733,0.7989329276929328,0.4428950125727773
