fold,mse,mae,r2,rmse
1,0.1221676933291753,0.2739712127512128,0.8526611867975786,0.3495249538004051
2,0.1380082611723723,0.2685426888426888,0.8496127078481359,0.37149463141796857
3,0.17800080174525287,0.32799216909216905,0.8336226878532509,0.42190141235275913
4,0.16369263571679377,0.3177120582120583,0.7471071254954231,0.40458946565227544
5,0.1961351264506583,0.3103146985446985,0.7989543158106893,0.44287145589963045
