fold,mse,mae,r2,rmse
1,0.1070913214780351,0.24778806613569648,0.870843855843806,0.3272481038570508
2,0.11880860123528779,0.25350938811996426,0.8705345341478559,0.34468623592375686
3,0.14388391767356631,0.28869421568063774,0.8655117322565063,0.37932033648825936
4,0.1061765273132502,0.24346614862848487,0.835965209555198,0.32584739881307967
5,0.17689778842993328,0.28810658458083094,0.818673291469701,0.4205921877899461
