param_ridge__alpha,mean_mse,std_test_score
0.01,0.1307560830174196,0.026818409524795
0.1,0.1307353676795879,0.0268240194734135
0.5,0.1306535936163549,0.0268448255260361
1.0,0.1305716312260145,0.026863152186898
2.0,0.1304593111591963,0.0268819995080974
5.0,0.1303691362173435,0.0268666252768312
10.0,0.1305776693033185,0.0267662500899154
20.0,0.1313505410674799,0.0265547172623939
50.0,0.1337045551822966,0.0261146741884329
100.0,0.1365456832585284,0.0255593869245105
